Store,Type,Date,Name,Debit,Credit,Balance,Email,Email 2,Email 3,Email 4,Email 5,Email 6,
CA002,Deposit,11-Apr-18,Workmen's Auto Insurance Company,,67.35,"2,453,745.29",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA002,Deposit,16-Apr-18,Multi-State Insurance Services (C),,35.12,"2,549,803.07",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA002,Deposit,16-Apr-18,"Legacy Insurance Services, Inc.",,23.70,"2,675,531.31",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA002,Deposit,18-Apr-18,McGraw Insurance Services,0.26,,"2,690,552.56",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA002,Deposit,24-Apr-18,"MexiPass Int'l Insurance Services, LLC",,48.00,"2,710,313.97",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,2-Apr-18,Nations Insurance,,"2,475.88","7,935.80",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,4-Apr-18,Kemper Specialty (C),,154.87,"248,399.98",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,5-Apr-18,Infinity Insurance,,"3,059.29","529,786.49",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,5-Apr-18,"Sun Coast General Insurance Agency, Inc.",,218.19,"840,999.21",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,5-Apr-18,"Sun Coast General Insurance Agency, Inc.",,250.42,"841,743.83",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,9-Apr-18,Kemper AUIS/Alliance United,,"32,194.12","1,043,793.75",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,10-Apr-18,Carnegie,,391.72,"2,252,016.62",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,10-Apr-18,Reliant General,,23.76,"2,263,819.03",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,10-Apr-18,Aegis General Insurance Agency (AGIA),8.84,,"2,411,683.73",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,11-Apr-18,Workmen's Auto Insurance Company,,"1,422.90","2,487,191.77",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,13-Apr-18,Allstar General,,149.10,"2,511,331.05",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,16-Apr-18,"Cabrillo Pacific Ins Services, LLC",,65.34,"2,550,697.66",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,16-Apr-18,Multi-State Insurance Services (C),,815.86,"2,568,776.22",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,18-Apr-18,McGraw Insurance Services,,179.53,"2,691,947.67",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA003,Deposit,27-Apr-18,National General - GMAC,,"1,365.41","2,796,048.09",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,3-Apr-18,Safeway Insurance,,13.12,"8,290.55",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,4-Apr-18,Commerce West Insurance,,313.81,"71,707.29",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,5-Apr-18,Progressive Insurance,,175.10,"427,584.83",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,5-Apr-18,Foremost Insurance,,583.10,"446,973.04",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,5-Apr-18,Infinity Insurance,,"7,461.64","657,983.58",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,5-Apr-18,Aspire Insurance,,88.82,"867,798.23",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,9-Apr-18,Arrowhead,,0.94,"998,659.58",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,9-Apr-18,Kemper AUIS/Alliance United,,"18,906.82","1,184,368.13",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,10-Apr-18,Carnegie,,2.48,"2,245,306.35",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,16-Apr-18,Multi-State Insurance Services (C),,738.26,"2,567,960.36",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,16-Apr-18,"Legacy Insurance Services, Inc.",,20.55,"2,593,467.20",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,19-Apr-18,Foremost Insurance,,81.90,"2,698,218.62",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA004,Deposit,27-Apr-18,National General - GMAC,,"2,391.07","2,760,650.36",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA005,Deposit,5-Apr-18,Infinity Insurance,,"5,320.48","609,572.94",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA005,Deposit,5-Apr-18,Aspire Insurance,3.72,,"944,841.97",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA005,Deposit,9-Apr-18,Kemper AUIS/Alliance United,,"9,115.09","1,438,977.52",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA005,Deposit,10-Apr-18,Bridger/SCJ Insurance Services,,85.32,"2,242,943.45",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA005,Deposit,16-Apr-18,Multi-State Insurance Services (C),,173.46,"2,555,252.41",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA005,Deposit,16-Apr-18,"Legacy Insurance Services, Inc.",,148.80,"2,673,849.06",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA005,Deposit,18-Apr-18,McGraw Insurance Services,,81.84,"2,690,552.82",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA005,Deposit,27-Apr-18,Robert Moreno Insurance Services,,25.70,"2,715,883.43",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA005,Bill,27-Apr-18,National General Insurance,28.00,,"2,726,281.16",fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,3-Apr-18,Safeway Insurance,,14.49,"8,305.04",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,4-Apr-18,Commerce West Insurance,,"1,488.23","104,263.96",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,4-Apr-18,Kemper Specialty (C),,"2,315.74","123,091.54",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,5-Apr-18,Progressive Insurance,,689.51,"429,591.65",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,5-Apr-18,Infinity Insurance,,887.04,"456,317.81",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,5-Apr-18,Aspire Insurance,,92.46,"867,890.69",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,9-Apr-18,Kemper AUIS/Alliance United,,"34,052.31","1,278,388.79",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,10-Apr-18,Carnegie,,136.98,"2,247,078.35",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,10-Apr-18,Reliant General,,708.67,"2,276,393.89",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,10-Apr-18,Anchor General,,992.64,"2,310,811.94",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,10-Apr-18,Aegis General Insurance Agency (AGIA),,13.15,"2,411,696.88",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,10-Apr-18,All Star General,,"6,597.53","2,422,884.21",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,11-Apr-18,Workmen's Auto Insurance Company,,161.70,"2,454,801.21",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,13-Apr-18,Allstar General,,86.25,"2,511,073.56",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,16-Apr-18,Multi-State Insurance Services (C),,78.61,"2,551,207.04",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,16-Apr-18,"Legacy Insurance Services, Inc.",3.00,,"2,673,846.06",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA006,Deposit,18-Apr-18,McGraw Insurance Services,,383.71,"2,689,914.60",fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA007,Deposit,3-Apr-18,Safeway Insurance,,34.51,"8,542.97",fiestaca007@fiestainsurance.com,fiestaca015@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA007,Deposit,5-Apr-18,Infinity Insurance,,"6,463.03","616,035.97",fiestaca007@fiestainsurance.com,fiestaca015@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA007,Deposit,9-Apr-18,Arrowhead,,148.89,"999,240.51",fiestaca007@fiestainsurance.com,fiestaca015@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA007,Deposit,9-Apr-18,Kemper AUIS/Alliance United,,"25,038.56","1,244,177.27",fiestaca007@fiestainsurance.com,fiestaca015@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA007,Deposit,16-Apr-18,Multi-State Insurance Services (C),,5.54,"2,549,342.62",fiestaca007@fiestainsurance.com,fiestaca015@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA007,Deposit,16-Apr-18,"Cabrillo Pacific Ins Services, LLC",,102.60,"2,551,862.48",fiestaca007@fiestainsurance.com,fiestaca015@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA008,Deposit,3-Apr-18,Safeway Insurance,,48.02,"8,590.99",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA008,Deposit,5-Apr-18,Infinity Insurance,,"2,292.36","508,024.06",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA008,Deposit,9-Apr-18,Arrowhead,,89.56,"998,966.24",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA008,Deposit,9-Apr-18,Kemper AUIS/Alliance United,,"24,203.01","1,487,020.31",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
CA008,Deposit,10-Apr-18,Aegis General Insurance Agency (AGIA),,34.61,"2,411,731.49",fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,
