Store,Report Date,End of Day Deposit,Actual Deposit,Deposit Over/(Short),Date Deposit Made,End of Day Credit Cards,Actual Credit Cards,Over/(Short) Credit Cards,VOID Credits,Payout To/(From),Payout Check,Scanning Violation Fees,Deposit Violation Fees,A/R Violation Fees,Violation Fees Total,Comments,Report Month,Month Number,Email,Email 2,Email 3,Email 4,Email 5,Email 6,Email_Store,ZOHO_EMAIL_1,ZOHO_EMAIL_2
CA001,18-Aug-18,3797.39,3797.39,0,20-Aug-18,1345.2,0,-1345.2,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,20-Aug-18,7070.42,7070.42,0,21-Aug-18,709.88,0,-709.88,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,21-Aug-18,4380.35,4380.35,0,22-Aug-18,61.45,0,-61.45,0,0,0,25,0,10,35,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,22-Aug-18,4809.13,4809.13,0,23-Aug-18,412.44,0,-412.44,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,23-Aug-18,3782.35,3782.35,0,24-Aug-18,1021.24,0,-1021.24,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,24-Aug-18,5309.02,5309.02,0,27-Aug-18,1139.51,0,-1139.51,0,0,0,0,0,10,10,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,25-Aug-18,3576.41,3576.41,0,27-Aug-18,602.64,0,-602.64,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,27-Aug-18,5091.39,5091.39,0,28-Aug-18,370.07,0,-370.07,0,0,0,0,0,10,10,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,28-Aug-18,3553.34,3553.34,0,29-Aug-18,851.88,0,-851.88,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,29-Aug-18,2952.85,2952.85,0,30-Aug-18,196.01,0,-196.01,0,0,0,0,0,10,10,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,30-Aug-18,2458.28,2458.28,0,31-Aug-18,518,0,-518,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,31-Aug-18,4306.12,4306.12,0,4-Sep-18,0,0,0,0,0,0,0,0,30,30,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,1-Aug-18,4413.07,4413.07,0,2-Aug-18,615,0,-615,0,0,0,0,0,30,30,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,2-Aug-18,3254.9,3254.9,0,3-Aug-18,273,0,-273,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,3-Aug-18,5023.64,5023.64,0,6-Aug-18,805,0,-805,0,0,0,0,0,20,20,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,4-Aug-18,3360.75,3360.75,0,6-Aug-18,90,0,-90,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,5-Aug-18,3436.1,3436.1,0,6-Aug-18,648,0,-648,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,6-Aug-18,5028.98,5028.98,0,7-Aug-18,691,0,-691,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,7-Aug-18,3823.72,3823.72,0,8-Aug-18,1019,0,-1019,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,8-Aug-18,3460.13,3460.87,0.74,9-Aug-18,2017,0,-2017,0,0.74,0,100,50,10,160,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,9-Aug-18,2702.37,2702.37,0,10-Aug-18,1993.5,0,-1993.5,0,0,0,0,0,20,20,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,10-Aug-18,3909.25,3909.25,0,13-Aug-18,1504,0,-1504,0,0,0,0,0,50,50,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,11-Aug-18,1681.35,1681.35,0,13-Aug-18,880,0,-880,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,12-Aug-18,4183.83,4183.83,0,13-Aug-18,542,0,-542,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,13-Aug-18,4974.69,4974.69,0,14-Aug-18,1970.75,0,-1970.75,0,0,0,0,0,30,30,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,14-Aug-18,2319.32,2319.32,0,15-Aug-18,687,0,-687,0,0,0,25,0,0,25,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,15-Aug-18,5881.13,5881.13,0,16-Aug-18,680,0,-680,0,0,0,0,0,40,40,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,16-Aug-18,2812.56,2812.56,0,17-Aug-18,966,0,-966,0,0,0,25,0,10,35,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,17-Aug-18,4455.33,4455.33,0,20-Aug-18,1675,0,-1675,0,0,0,0,0,10,10,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,19-Aug-18,7289.21,7289.21,0,20-Aug-18,18,0,-18,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,20-Aug-18,5917.14,5917.14,0,21-Aug-18,945,0,-945,0,0,0,0,0,20,20,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,21-Aug-18,4351.05,4351.05,0,22-Aug-18,1564,0,-1564,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,22-Aug-18,4225.12,4225.12,0,23-Aug-18,738,0,-738,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,23-Aug-18,4951.98,4951.98,0,24-Aug-18,1517,0,-1517,0,0,0,50,0,0,50,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,24-Aug-18,2716.69,2716.69,0,27-Aug-18,1549,0,-1549,0,0,0,0,0,30,30,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,25-Aug-18,4859.98,4859.98,0,27-Aug-18,841,0,-841,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,26-Aug-18,4635.34,4635.34,0,27-Aug-18,1700,0,-1700,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,27-Aug-18,2913.73,2913.73,0,28-Aug-18,2585,0,-2585,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,28-Aug-18,3363.58,3363.58,0,29-Aug-18,616,0,-616,0,0,0,0,0,0,0,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,29-Aug-18,1064.55,1064.55,0,30-Aug-18,1622,0,-1622,0,0,0,0,0,20,20,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,30-Aug-18,1852.52,1852.52,0,31-Aug-18,1160.88,0,-1160.88,0,0,0,0,0,10,10,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA002,31-Aug-18,3131.63,3131.63,0,4-Sep-18,340,0,-340,0,0,0,0,0,40,40,,August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,1-Aug-18,2103.11,2103.11,0,2-Aug-18,284.65,0,-284.65,0,0,0,0,0,20,20,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,2-Aug-18,2991.81,2991.81,0,3-Aug-18,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,3-Aug-18,2213.46,2213.46,0,6-Aug-18,830.04,0,-830.04,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,4-Aug-18,1724.44,1724.44,0,6-Aug-18,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,5-Aug-18,244.7,244.7,0,6-Aug-18,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,6-Aug-18,4972.64,4972.64,0,7-Aug-18,0,0,0,0,0,0,0,0,10,10,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,7-Aug-18,2353.38,2353.38,0,8-Aug-18,136.05,0,-136.05,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,8-Aug-18,1738.97,1738.97,0,9-Aug-18,327.76,0,-327.76,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,9-Aug-18,2792.28,2792.28,0,10-Aug-18,122,0,-122,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,10-Aug-18,3329.89,3329.89,0,13-Aug-18,2357.99,0,-2357.99,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,11-Aug-18,2446.71,2446.71,0,13-Aug-18,601.28,0,-601.28,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,12-Aug-18,1073.96,1073.96,0,13-Aug-18,65,0,-65,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,13-Aug-18,4506.63,4506.63,0,14-Aug-18,710.33,0,-710.33,0,0,0,0,0,10,10,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,14-Aug-18,1912.04,1912.04,0,15-Aug-18,743.92,0,-743.92,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,15-Aug-18,1713.13,1713.13,0,16-Aug-18,889.07,0,-889.07,0,0,0,25,0,10,35,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,16-Aug-18,2446.25,2446.25,0,17-Aug-18,511.53,0,-511.53,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,17-Aug-18,2307.9,2307.9,0,20-Aug-18,844.52,0,-844.52,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,18-Aug-18,3053.84,3053.84,0,20-Aug-18,529.98,0,-529.98,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,19-Aug-18,1086.9,1086.9,0,20-Aug-18,585,0,-585,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,20-Aug-18,5589.47,5589.47,0,21-Aug-18,0,0,0,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,21-Aug-18,1568.17,1568.17,0,22-Aug-18,50,0,-50,0,0,0,0,0,10,10,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,22-Aug-18,3339.62,3339.62,0,23-Aug-18,331.76,0,-331.76,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,23-Aug-18,1906.48,1906.48,0,24-Aug-18,483.34,0,-483.34,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,24-Aug-18,3537.48,3537.48,0,27-Aug-18,495.12,0,-495.12,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,25-Aug-18,2085.91,2085.91,0,24-Aug-18,215.63,0,-215.63,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,26-Aug-18,528.78,528.78,0,27-Aug-18,306.38,0,-306.38,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,27-Aug-18,2780.07,2780.07,0,28-Aug-18,135,0,-135,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA003,28-Aug-18,1708.96,1708.96,0,29-Aug-18,392.53,0,-392.53,0,0,0,0,0,0,0,,August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
