Store,Report Date,End of Day Deposit,Actual Deposit,Deposit Over/(Short),Date Deposit Made,End of Day Credit Cards,Actual Credit Cards,Over/(Short) Credit Cards,VOID Credits,Payout To/(From),Payout Check,Scanning Violation Fees,Deposit Violation Fees,A/R Violation Fees,Violation Fees Total,Comments,Report Month,Month Number,Email,Email 2,Email 3,Email 4,Email 5,Email 6,Email_Store,ZOHO_EMAIL_1,ZOHO_EMAIL_2
CA001,18-Aug-18,3797.39,3797.39,0,20-Aug-18,1345.2,0,-1345.2,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,20-Aug-18,7070.42,7070.42,0,21-Aug-18,709.88,0,-709.88,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,21-Aug-18,4380.35,4380.35,0,22-Aug-18,61.45,0,-61.45,0,0,0,25,0,10,35,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,22-Aug-18,4809.13,4809.13,0,23-Aug-18,412.44,0,-412.44,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,23-Aug-18,3782.35,3782.35,0,24-Aug-18,1021.24,0,-1021.24,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,24-Aug-18,5309.02,5309.02,0,27-Aug-18,1139.51,0,-1139.51,0,0,0,0,0,10,10,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,25-Aug-18,3576.41,3576.41,0,27-Aug-18,602.64,0,-602.64,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,27-Aug-18,5091.39,5091.39,0,28-Aug-18,370.07,0,-370.07,0,0,0,0,0,10,10,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,28-Aug-18,3553.34,3553.34,0,29-Aug-18,851.88,0,-851.88,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,29-Aug-18,2952.85,2952.85,0,30-Aug-18,196.01,0,-196.01,0,0,0,0,0,10,10,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,30-Aug-18,2458.28,2458.28,0,31-Aug-18,518,0,-518,0,0,0,0,0,0,0,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
CA001,31-Aug-18,4306.12,4306.12,0,4-Sep-18,0,0,0,0,0,0,0,0,30,30,,August,8,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,
