Store,Report Date,End of Day Deposit,Actual Deposit,Date Deposit Made,Deposit Over/(Short),End of Day Credit Cards,Actual Credit Cards,Over/(Short) Credit Cards,VOID Credits,Payout To/From,Payout Check,Scanning Violation Fees,Deposit Violation Fees,A/R Violation Fees,Violation Fees Total,Comments,Report Month,Month Number,Email,Email 2,Email 3,Email 4,Email 5,Email 6,ZOHO_EMAIL_1,ZOHO_EMAIL_2
CA001,09/16/17,2749.39,2749.39,09/18/17,0,399.82,0,-399.82,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/18/17,4825.02,4825.02,09/19/17,0,404.76,0,-404.76,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/20/17,2303.48,2303.48,09/21/17,0,757.54,0,-757.54,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/21/17,3263.66,0,,-3263.66,672.16,0,-672.16,0,-3263.66,0,0,0,0,0,,,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/21/17,3263.66,3263.66,09/22/17,0,672.16,0,-672.16,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/22/17,2541.04,0,,-2541.04,2226.16,0,-2226.16,0,-2541.04,0,0,0,0,0,,,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/22/17,2541.04,2541.04,09/25/17,0,2226.16,0,-2226.16,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/23/17,4313.45,0,,-4313.45,1240.16,0,-1240.16,0,-4313.45,0,0,0,0,0,,,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/23/17,4313.45,4313.45,09/25/17,0,1240.16,0,-1240.16,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/25/17,5264.5,0,,-5264.5,526.08,0,-526.08,0,-5264.5,0,0,0,0,0,,,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/25/17,5264.5,5264.5,09/26/17,0,526.08,0,-526.08,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/26/17,3509.19,3509.19,09/27/17,0,1053.83,0,-1053.83,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/27/17,2656.12,2656.12,09/28/17,0,115.58,0,-115.58,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/28/17,4063.1,4063.1,09/29/17,0,282.2,0,-282.2,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/29/17,3426.8,3426.8,10/02/17,0,829.49,0,-829.49,0,0,0,0,0,10,10,1-LARGE RP,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA001,09/30/17,3397.52,3397.52,10/02/17,0,814.76,0,-814.76,0,0,0,0,0,0,0,,September,9,fiestaca001@fiestainsurance.com,fiestaca001@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/01/17,4654.13,4654.13,09/05/17,0,157,0,-157,0,0,0,0,0,20,20,"1-RP
1-AR",September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/02/17,3573.59,3573.59,09/05/17,0,682,0,-682,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/03/17,5302.91,5302.91,09/05/17,0,527,0,-527,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/05/17,8137.5,8137.5,09/06/17,0,838,0,-838,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/06/17,3338.99,3338.99,09/07/17,0,524,0,-524,0,0,0,0,0,10,10,1-AR,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/07/17,3849.02,3849.02,09/08/17,0,1102,0,-1102,0,0,0,0,0,10,10,1-AR,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/08/17,3931.8,3931.8,09/11/17,0,439,0,-439,0,0,0,0,0,30,30,"2-RP
1-AR",September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/09/17,2190.2,2190.02,09/11/17,-0.18,630,0,-630,0,-0.18,0,0,50,0,50,DVP-SHORT,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/10/17,5574.34,5574.34,09/11/17,0,332,0,-332,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/11/17,6971.7,6971.7,09/12/17,0,1059,0,-1059,0,0,0,0,0,30,30,3-AR,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/12/17,3980.49,3980.49,09/13/17,0,405,0,-405,0,0,0,0,0,10,10,1-AR,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/13/17,2069.68,2069.68,09/14/17,0,1619,0,-1619,0,0,0,0,0,10,10,1-AR,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/14/17,2585.97,2585.97,09/15/17,0,1758,0,-1758,0,0,0,0,0,20,20,2-AR,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/15/17,4950.01,4950.01,09/18/17,0,0,0,0,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/16/17,4127.67,4127.67,09/18/17,0,3185,0,-3185,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/17/17,4710.69,4710.69,09/18/17,0,865,0,-865,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/18/17,5719.05,5719.05,09/19/17,0,1838,0,-1838,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/19/17,3480.79,3480.79,09/20/17,0,686,0,-686,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/20/17,5235.29,5235.27,09/21/17,-0.02,232,0,-232,0,-0.02,0,0,50,0,50,DVP-SHORT,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/21/17,3936.02,3936.02,09/22/17,0,660,0,-660,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/22/17,7114.18,7114.18,09/25/17,0,784,0,-784,0,0,0,0,0,20,20,"1-AR
1-RP",September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/23/17,2481.98,2481.98,09/25/17,0,1036,0,-1036,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/24/17,4265.24,4265.24,09/25/17,0,165,0,-165,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/25/17,6515.95,6515.95,09/26/17,0,1145,0,-1145,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/26/17,3967.08,3967.08,09/27/17,0,725,0,-725,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/27/17,3378.42,3378.42,09/28/17,0,1730,0,-1730,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/28/17,3150.44,3150.44,09/29/17,0,199,0,-199,0,0,0,0,0,20,20,2-AR,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/29/17,3109.26,3109.26,10/02/17,0,859,0,-859,0,0,0,0,0,50,50,"4-RP

1-LARGE RP",September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA002,09/30/17,2809.49,2809.49,10/02/17,0,68,0,-68,0,0,0,0,0,0,0,,September,9,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/01/17,3629.66,3629.66,09/05/17,0,479.98,0,-479.98,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/02/17,2475.91,2475.91,09/05/17,0,154,0,-154,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/05/17,7319.8,7319.8,09/06/17,0,652.61,0,-652.61,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/06/17,2743.37,2743.37,09/07/17,0,911.38,0,-911.38,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/07/17,2550.42,2550.42,09/08/17,0,663.67,0,-663.67,0,0,0,0,0,20,20,2-AR,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/08/17,1908.83,1908.83,09/11/17,0,646.44,0,-646.44,0,0,0,0,0,20,20,"1-RP
1-AR",September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/09/17,6213.9,6213.9,09/11/17,0,1325.3,0,-1325.3,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/10/17,790,790,09/11/17,0,0,0,0,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/11/17,4661.9,4661.9,09/12/17,0,78.3,0,-78.3,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/12/17,3040.14,3040.14,09/13/17,0,120,0,-120,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/13/17,3638.89,3638.89,09/14/17,0,349.28,0,-349.28,0,0,0,0,0,10,10,1-AR,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/14/17,1279.79,1279.79,09/15/17,0,940.07,0,-940.07,0,0,0,0,50,10,60,"1-AR
DVP-WRONG DEPOSIT SLIP USED(CA155)",September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/15/17,4325.43,4325.43,09/18/17,0,796,0,-796,0,0,0,0,0,40,40,4-AR,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/16/17,3081.86,3081.86,09/18/17,0,223.85,0,-223.85,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/17/17,417.28,417.28,09/18/17,0,0,0,0,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/18/17,4745.82,4745.82,09/19/17,0,977.53,0,-977.53,0,0,0,0,0,10,10,1-AR,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/19/17,3081.33,3081.33,09/20/17,0,1150.73,0,-1150.73,0,0,0,0,0,10,10,1-AR,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/20/17,3625.31,3625.31,09/21/17,0,241,0,-241,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/21/17,2593.91,2593.91,09/22/17,0,546.48,0,-546.48,0,0,0,0,0,10,10,1-AR,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/22/17,2193.79,2193.79,09/25/17,0,613.4,0,-613.4,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/23/17,3508.37,3508.37,09/25/17,0,486.13,0,-486.13,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/25/17,4078.71,4078.71,09/26/17,0,204.22,0,-204.22,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/26/17,1634.65,1634.65,09/27/17,0,894.86,0,-894.86,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/27/17,1420.69,1420.69,09/28/17,0,0,0,0,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/28/17,2389.78,2389.78,09/29/17,0,1494.58,0,-1494.58,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/29/17,3121.41,3121.41,10/02/17,0,145,0,-145,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA003,09/30/17,4167.48,4167.48,10/02/17,0,315.9,0,-315.9,0,0,0,0,0,0,0,,September,9,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA004,09/01/17,3320.92,3320.92,09/05/17,0,626.62,0,-626.62,0,0,0,0,0,0,0,,September,9,fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
CA004,09/02/17,3285.17,3285.17,09/05/17,0,118.6,0,-118.6,0,0,0,0,0,0,0,,September,9,fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,
