Store,Report Date,End of Day Deposit,Actual Deposit,Deposit Over/(Short),Date Deposit Made,End of Day Credit Cards,Actual Credit Cards,Over/(Short) Credit Cards,VOID Credits,Payout To/(From),Payout Check,Scanning Violation Fees,Deposit Violation Fees,A/R Violation Fees,Violation Fees Total,Comments,Report Month,Email,Email 2,Email 3,Email 4,Email 5,Email 6,Email_Store,Month Number,ZOHO_EMAIL_1,ZOHO_EMAIL_2,NUMBER
FL014,8-Aug-18,1311.99,1311.99,9-Aug-18,0,0,0,0,0,0,0,25,0,30,55,"EFT CLEAN-UP 07/11/2018 PY ESPINOZA KAREN SOLANGE FLSE00220786  EFT CLEAN-UP 07/14/2018 PY MATEO JUANA D P020015363303  AR-1  SVP-CAN'T READ WH00245650",August,8,fiestafl014@fiestainsurance.com,fiestafl014@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,151
CA030,15-Aug-18,2958.65,2958.65,16-Aug-18,0,985,0,-985,0,0,0,25,0,30,55,"EFT CLEAN-UP 07/23/2018 PY GONZALEZ ANGEL HUMBERTO 2005654303  EFT CLEAN-UP 07/20/2018 PY GALLEGOS GUADALUPE 7208234  AR-1  SVP-INC APP. 6401040109012",August,8,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,150
FL001,22-Aug-18,641.87,641.87,23-Aug-18,0,185.75,0,-185.75,0,0,0,25,0,50,75,"WAS 646.87 SB 641.87 VOID ERROR  EFT CLEAN-UP 07/28/2018 PY ESCOBAR RODRIGUEZ SAMUEL P020002728601  SVP- EFFCTV DATE 08/21/2018 109900796802001  AR-4",August,8,fiestafl001@fiestainsurance.com,fiestafl001b@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,149
CA083,17-Aug-18,4024.64,4024.64,20-Aug-18,0,-332.41,0,332.41,0,0,0,0,0,30,30,"ALMANAZA FLORES SAUL 08/13/2018 RECEIPT VOID REQ.   GONZALEZ MARTINEZ ROBERTO 07/29/2018 RECEIPT VOID REQ.   WAS 4029.64 SB 4024.64 VOID ERROR  RP-1",August,8,fiestaca083@fiestainsurance.com,fiestaca083b@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,148
CA006,15-Aug-18,4016.55,4016.55,16-Aug-18,0,3270,0,-3270,0,0,0,25,0,40,65,"EFT CLEAN-UP 07/18/2018 VALDEZ SALVADOR MNS3143590  EFT CLEAN-UO 07/18/2018 PY LEON SUSANA MADRIGAL MIL3998363  AR-2  SVP-NO APP/ NO BFA 16726",August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,142
CA095,8-Aug-18,1059.99,1059.99,9-Aug-18,0,365,0,-365,0,0,0,0,0,20,20,"EFT CLEAN-UP 07/16/2018 PY APODACA IRAN 9790447  LOPEZ VALENCIA OCATVIO A 08/07/2018 RECEIPT VOID REQ.   WAS 1089.99 SB 1059.99 VOID ERROR",August,8,fiestaca095@fiestainsurance.com,fiestaca095@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,138
CA085,7-Aug-18,375.61,375.61,8-Aug-18,0,1256.16,0,-1256.16,0,0,0,25,0,20,45,"SVP- NAME OF INSURED DOES NOT MATCH ON APPLICATION (MARLEM ORTIZ) MIL4172004 (PENALTY REMOVED)  SVP- NO APP ON FILE KBBRG0001552800  AR-2",August,8,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,137
CA085,16-Aug-18,1314.1,1314.1,17-Aug-18,0,-351.5,0,351.5,0,0,0,0,0,20,20,"RODRIGUEZ MANUEL 08/07/2018 RECEIPT VOID REQ.   MACROHON JUCELLE LYCIA 08/10/2018 RECEIPT VOID REQ.  WAS 1324.10 SB 1314.10 VOID ERROR ",August,8,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,135
CA009,29-Aug-18,1240.59,1240.59,30-Aug-18,0,390.07,0,-390.07,0,0,0,25,0,20,45,"SVP-MISSING PG. 12 (MIL4197026)  FIESTA OTHER SERVICES 08/06/2018 RECEIPT VOID REQ.   EFT CLEAN-UP 08/06/2018 PY QIU YUBO 2006649283",August,8,fiestaca009@fiestainsurance.com,fiestaca009@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,132
CA057,16-Aug-18,4187.87,4187.87,20-Aug-18,0,127.67,0,-127.67,0,0,0,0,0,20,20,"MIRELEZ MONICA 08/02/2018 RECEIPT VOID REQ.   QUINTERO SALVADOR JR 08/06/2018 RECEIPT VOID REQ.   WAS 4197.87 SB 4187.87 VOID ERROR ",August,8,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,132
CA039,29-Aug-18,1965.59,1965.59,30-Aug-18,0,35,0,-35,0,0,0,0,0,30,30,"AR-1  EFT CLEAN-UP 08/06/2018 PY MADRIGAL CHRISTINA MI4165814  EFT CLEAN-UP 08/03/2018 PY SARAVIA HERNANDEZ JOSE OSCAR MIL3950717",August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,129
CA036,15-Aug-18,1876.41,1876.41,16-Aug-18,0,-258.96,0,258.96,0,0,0,0,0,20,20,"VASQUEZ KAREN 08/11/2018 RECEIPT VOID REQ.   VASQUEZ FREDIS 08/11/2018 RECEIPT VOID REQ.   WAS 1886.41 SB 1876.41 VOID ERROR ",August,8,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,125
CA099,29-Aug-18,884.05,884.05,30-Aug-18,0,2302.26,0,-2302.26,0,0,0,0,0,20,20,"EFT CLEAN-UP 08/07/2018 PY MIRANDA MORENO YURI ELIZABETH 7239546  EFT CLEAN-UP 08/06/2018 PY CORDOVA CHRISTINE ANN 2006379365",August,8,fiestaca099@fiestainsurance.com,fiestaca099@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,125
CA104,1-Aug-18,2083.38,2083.38,2-Aug-18,0,363.22,0,-363.22,0,0,0,0,0,20,20,"EFT CLEAN-UP 07/08/2018 PY MONTERROZA RIVAS SALVADOR ERNESTO MNS3380158  EFT CLEAN-UP 07/07/2018 PY PASCUAL MARGARITA 9795083",August,8,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,125
CA043,8-Aug-18,1442.52,1442.52,9-Aug-18,0,0,0,0,0,0,0,0,0,20,20,"EFT CLEAN-UP 07/11/2018 PY GARCIA ROJAS REY MIL3203586  EFT CLEAN-UP 07/12/2018 PY MARTINEZ MARTINEZ ESTEBAN 104601348918001",August,8,fiestaca042@fiestainsurance.com,fiestaca042@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,124
CA099,15-Aug-18,1990.11,1990.11,16-Aug-18,0,732,0,-732,0,0,0,0,0,20,20,"EFT CLEAN-UP 07/20/2018 PY ESCOBAR GONZALEZ LUIS RICARDO MIL3904775  EFT CLEAN-UP 07/20/2018 PY GOMEZ JUAN CARLOS MIL4115552",August,8,fiestaca099@fiestainsurance.com,fiestaca099@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,124
TX003,15-Aug-18,-80,0,,80,151.04,0,-151.04,0,80,0,0,0,20,20,"EFT CLEAN-UP 07/23/2018 PY VELASQUEZ SIGIFERNO PPTX0003655001  EFT CLEAN-UP 07/23/2018 PY VELASQUEZ SIGIFERNO PPTX0003655001",August,8,fiestatx003@fiestainsurance.com,fiestatx003@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,124
CA003,1-Aug-18,2103.11,2103.11,2-Aug-18,0,284.65,0,-284.65,0,0,0,0,0,20,20,"EFT CLEAN-UP 07/05/2018 PY VICENTE GUIX WILSON MIGUEL QACA1001249500  EFT CLEAN-UP 07/10/2018 PY MARTINEZ JAIME MIL3952016",August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,122
CA104,8-Aug-18,2157.54,2157.54,9-Aug-18,0,360,0,-360,0,0,0,0,0,30,30,"EFT CLEAN-UP 07/12/2018 PY HENDRIX TERRY VICENT MIL4121870  EFT CLEAN-UP 07/17/2018 PY SANDOVAL ROGELIO MIL3432255  AR-1",August,8,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,120
CA103,31-Aug-18,2561,2561,4-Sep-18,0,383.91,0,-383.91,0,0,0,0,0,0,0,"DVP - 2 SEPERATE DEPOSITS MADE (8/31/18 = $2,561.00) (9/1/18 = $748.78, SB ONLY $615.50) PENALTY WILL BE APPLIED 9/1/18",August,8,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,119
CO001,8-Aug-18,1837.25,1837.25,9-Aug-18,0,0,0,0,0,0,0,0,0,20,20,"EFT CLEAN-UP 07/13/2018 PY SANCHEZ JOSE CO3691797  EFT CLEAN-UP 07/14/2018 PY TORRESGARCIA VICTOR MODESTO 380009215",August,8,fiestaco001@fiestainsurance.com,fiestaco001@fiestainsurance.com,acc@fiestainsurance.com,acc_co@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,115
TX045,15-Aug-18,245.72,245.72,16-Aug-18,0,352.82,0,-352.82,0,0,0,0,0,20,20,"EFT CLEAN-UP 07/23/2018 PY GUZMAN CASTRO JUAN CARLOS 100400720  EFT CLEAN-UP 07/18/2018 PY BENITEZ LIZETH 100400335",August,8,fiestatx045@fiestainsurance.com,fiestatx045@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,115
CA099,20-Aug-18,4100.72,4100.72,21-Aug-18,0,1369.08,0,-1369.08,0,0,0,100,0,0,100,"SVP- NO APP ON FILE 2006851222  SVP- INC APP. MIL4186676  SVP- INC APP. MIL4185614  SVP- INC APP. 504610103252001",August,8,fiestaca099@fiestainsurance.com,fiestaca099@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,113
FL001,8-Aug-18,422.86,422.86,9-Aug-18,0,1288.18,0,-1288.18,0,0,0,0,0,20,20,"EFT CLEAN-UP 07/13/2018 PY BRICENO MARIANELLA 1502-1801-2511  EFT CLEAN-UP 07/16/2018 PY ROJAS ANGEL 150218012554",August,8,fiestafl001@fiestainsurance.com,fiestafl001b@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,113
FL022,22-Aug-18,1152.46,1152.46,23-Aug-18,0,998.5,0,-998.5,0,0,0,0,0,20,20,"EFT CLEAN-UP 07/27/2018 PY SEGOVIA HECTOR FLSE00228156  EFT CLEAN-UP 07/31/2018 PY MAXIME JEAN C FLOM00175948-00",August,8,fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,112
CA002,29-Aug-18,1064.55,1064.55,30-Aug-18,0,1622,0,-1622,0,0,0,0,0,20,20,"EFT CLEAN-UP 08/06/2018 PY ADAYA-MAGDALENO MARLEN 61651903-0  EFT CLEAN-UP 08/03/2018 PY MELGOZO JESUS 2017873",August,8,fiestaca002@fiestainsurance.com,fiestaca006@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,110
CA008,30-Aug-18,1075.69,1075.69,31-Aug-18,0,848.17,0,-848.17,0,0,0,25,0,10,35,"SVP-MISSING SIGS (2006890052) Jorge Amador 8/16/18 Receipt - Store req void WAS 1080.69 SB 1075.69 VOID ERROR",August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,109
OH001,22-Aug-18,1180.22,1180.22,23-Aug-18,0,0,0,0,0,0,0,0,0,20,20,"EFT CLEAN-UP 07/25/2018 PY RAMOS NASHALY I 354696714  EFT CLEAN-UP 07/25/2018 PY RAMOS NASHALY I 354696714",August,8,fiestaoh001@fiestainsurance.com,fiestaoh001@fiestainsurance.com,acc@fiestainsurance.com,acc_oh@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,106
CA054,29-Aug-18,1444.38,1444.38,30-Aug-18,0,383,0,-383,0,0,0,0,0,20,20,"EFT CLEAN-UP 08/06/2018 PY GOMEZ FRANCISCO CA774881  EFT CLEAN-UP 08/03/2018 PY HERNADEZ JUAN MNS30335582",August,8,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,105
CA093,20-Aug-18,1546.47,1546.47,21-Aug-18,0,313.26,0,-313.26,0,0,0,25,0,10,35,"WAS 1576.47 SB 1546.47 VOID ERROR  GAMA VALERY 08/18/2018 RECEIPT VOID REQ.   SVP- EFFCTV DATE MIL4184511",August,8,fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,105
CA030,1-Aug-18,5951.99,5951.99,2-Aug-18,0,2010.24,0,-2010.24,0,0,0,25,0,10,35,"EFT CLEAN-UP 07/06/2018 PY MANCEBO JOHN JESS MIL3805407  SVP- MISSING PGS. 1-2 & 5 104631666259001",August,8,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,98
CA031,2-Aug-18,5747.93,5747.93,3-Aug-18,0,595,0,-595,0,0,0,75,0,0,75,"SVP- MISSING PG. 12 MIL41666901  SVP- MISSING PGS. 11-13 MIL4167530  SVP- MISSING PG. 11 MI4167624",August,8,fiestaca031@fiestainsurance.com,fiestaca031@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,98
TX009,30-Aug-18,1086.94,1086.94,31-Aug-18,0,648.33,0,-648.33,0,0,0,0,0,30,30,"DAMON GREEN BARODERICK 8/10/18 RECEIPT VOID REQ  RP-1 FOR 8/31/18  WAS 1091.94 EOD 1086.94  AR-1",August,8,fiestatx009@fiestainsurance.com,fiestatx018@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,96
CA026,16-Aug-18,3455.06,3455.06,20-Aug-18,0,665.53,0,-665.53,0,0,0,0,0,10,10,"CISNEROS ALMANZA MARIA SUSANA 08/06/2018 RECEIPT VOID REQ.   WAS 3460.06 SB 3455.06 VOID ERROR",August,8,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,94
CA044,8-Aug-18,1399.53,1399.53,9-Aug-18,0,85,0,-85,0,0,0,0,0,0,0,"EFT CLEAN-UP 07/16/2018 PY LOPEZ GONZALEZ ORLANDO GPCP00024229000 (REMOVED)  AR-1  $10 CREDIT ",August,8,fiestaca042@fiestainsurance.com,fiestaca042@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,94
FL020,7-Aug-18,861.41,861.41,14-Aug-18,0,0,0,0,0,0,0,50,50,0,100,"DVP-LATE  SVP- EFFCTV DATE 06/06/2018 P020025551101  SVP EFFCTV DATE 08/03/2018 FLWH0024158200",August,8,fiestafl020@fiestainsurance.com,fiestafl020@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,94
CA067,31-Aug-18,208.2,208.2,4-Sep-18,0,78.76,0,-78.76,0,0,0,0,0,20,20,"WAS 213.20 SB 208.20 - VOID ERROR  EMMANUEL-PEREZ MADRIGAL 8/14/2018 RECEIPT VOID REQ.   RP-1",August,8,fiestaca050@fiestainsurance.com,fiestaca066@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,93
CA085,23-Aug-18,1096.45,1096.45,24-Aug-18,0,419.59,0,-419.59,0,0,0,0,0,20,20,"WAS 1101.45 SB 1096.45 VOID ERROR  RODRIGUEZ MARIA SANDRA 08/13/2018 RECEIPT VOID REQ.   AR-1",August,8,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,93
CA104,15-Aug-18,2228.02,2228.02,16-Aug-18,0,844.77,0,-844.77,0,0,0,25,0,10,35,"EFT CLEAN-UP 07/24/2018 PY MAXIMINO RUBY MIL3916172  SVP- INC APP. MISSING PAGE 12 MIL4180950",August,8,fiestaca030@fiestainsurance.com,fiestaca030@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,93
FL021,21-Aug-18,3089.81,3089.81,22-Aug-18,0,0,0,0,0,0,0,0,0,20,20,"RODRIGUEZ NORVIS 08/20/2018 RECEIPT VOID REQ.   ZURRIA ALEJANDRO 08/02/2018 RECEIPT VOID REQ.",August,8,fiestafl021@fiestainsurance.com,ymilian@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,93
CA057,23-Aug-18,1467.17,1467.17,27-Aug-18,0,293.01,0,-293.01,0,0,0,0,0,10,10,"WAS 1472.17 SB 1467.17 VOID ERROR  RAIGOZA HERNANDEZ ELIZABETH 08/18/2018 RECEIPT VOID REQ. ",August,8,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,92
CA060,16-Aug-18,731.67,731.67,17-Aug-18,0,-149.5,0,149.5,0,0,0,0,0,10,10,"MENA CONTRERAS MARCO ANTONIO 07/28/2018 RECEIPT VOID REQ.   WAS 736.67 SB 731.67 VOID ERROR",August,8,fiestaca014@fiestainsurance.com,fiestaca014@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,91
